59|6|39|0|1811|0|1|1125|130|86|0|61|13|0|1
70|8|38|0|687|0|1|860|558|449|0|0|14|0|1
140|15|49|2|25|0|2|340|267|272|0|0|15|0|1
95|13|37|0|18|0|1|905|606|647|0|48|10|1|1
95|11|36|0|26|0|2|1152|621|592|0|26|9|0|1
11|2|10|0|0|0|0|553|98|171|0|13|9|0|0
130|16|41|3|0|0|0|460|299|14|0|0|14|0|0
138|17|49|1|0|0|0|1347|545|359|0|75|9|1|0
140|26|30|0|52|0|1|2181|152|485|0|16|8|0|1
110|11|42|1|75|0|1|614|1261|1171|0|34|13|0|1
59|6|34|0|1954|0|1|1191|251|188|0|51|12|0|1
89|14|31|0|12|0|1|2154|78|149|0|0|9|0|1
25|5|16|0|0|0|0|37|67|387|0|112|15|0|0
140|16|42|1|7|0|1|1106|234|167|0|23|11|0|0
75|15|31|0|16|0|1|1761|1089|1038|0|36|8|0|1
59|6|39|0|1811|0|1|424|455|492|0|23|11|0|1
59|6|39|0|1811|0|1|1573|448|315|0|12|15|0|1
140|21|32|0|3356|0|1|2224|649|400|0|35|13|0|1
110|14|41|0|195|0|1|1380|568|1102|0|86|10|0|1
52|8|31|1|130|0|1|1152|621|592|0|26|9|0|1
75|9|33|0|511|0|1|319|159|150|0|44|12|1|1
59|6|34|0|1954|0|1|1103|545|474|0|17|14|0|1
123|15|41|1|0|0|1|45|26|0|0|99|8|1|0
94|11|40|0|938|0|1|1749|520|1560|0|74|11|0|1
70|8|38|0|687|0|1|400|341|578|0|37|9|0|1
112|15|38|0|905|0|2|1449|226|150|0|60|8|0|1
140|21|32|0|3356|0|1|1674|181|410|0|84|9|0|1
69|10|32|0|284|0|1|881|270|283|0|22|6|0|1
112|15|38|0|905|0|2|675|70|63|0|48|10|0|1
65|8|32|0|1020|0|1|11|76|231|0|139|10|0|1
140|16|41|3|5|0|3|2142|800|653|0|131|8|1|1
140|22|34|0|0|0|0|914|55|221|0|77|15|0|0
143|23|41|0|437|0|2|1648|507|93|0|10|6|0|1
47|9|21|0|0|0|0|1573|973|464|0|53|9|1|1
140|15|46|0|4|1|3|1106|234|167|0|23|11|0|0
58|6|33|0|1035|0|1|51|64|86|0|0|13|0|1
83|7|34|0|460|0|1|2103|91|88|0|122|11|0|1
140|21|32|0|3356|0|1|418|156|114|0|28|9|0|1
119|21|35|0|4116|0|2|1445|485|348|0|65|9|0|1
58|7|28|0|1714|0|1|618|224|226|0|0|13|0|1
58|7|28|0|1714|0|1|580|148|120|0|18|8|0|1
76|12|29|0|0|0|0|2488|195|624|0|45|15|0|0
140|26|30|0|52|0|1|1487|335|448|0|122|7|1|1
116|16|34|0|116|0|1|1119|69|86|0|13|10|0|1
64|8|32|1|176|0|1|1352|611|577|0|25|15|0|1
120|19|38|0|2648|0|1|682|278|324|0|14|15|0|1
25|4|16|0|0|0|0|2151|25|76|0|106|13|0|0
116|13|39|0|0|0|0|191|324|246|0|156|6|1|0
78|8|34|1|2076|0|1|951|765|755|0|10|14|0|1
107|20|35|0|266|0|1|205|110|136|0|87|12|1|1
29|6|15|0|0|0|0|826|518|254|0|14|10|0|0
120|19|38|0|2648|0|1|1591|236|278|0|84|9|0|1
93|10|36|0|0|0|0|260|1110|301|0|136|14|1|1
140|15|46|0|4|1|3|1226|258|1086|0|91|10|0|0
42|7|21|0|1274|0|1|2194|349|597|0|21|11|1|1
58|12|24|0|5472|0|1|617|233|232|0|17|15|0|1
58|6|33|0|1035|0|1|684|259|99|0|7|7|1|1
58|6|38|0|153|0|1|1183|265|266|0|65|10|0|1
113|18|42|1|186|0|1|6|8|52|0|0|7|0|1
61|6|31|0|684|0|1|490|161|264|0|61|13|0|1
58|12|24|0|5472|0|1|385|157|161|0|27|10|0|1
140|21|32|0|3356|0|1|538|303|251|0|8|12|0|1
140|21|32|0|3356|0|1|1169|110|298|0|46|7|0|1
58|12|24|0|5472|0|1|1307|156|187|0|30|12|0|1
140|15|49|2|25|0|2|1000|1506|1138|0|19|11|0|1
82|9|40|0|810|0|1|2092|517|342|0|100|12|0|1
95|11|40|1|419|0|2|585|182|268|0|17|13|1|1
32|7|16|0|0|0|0|372|236|235|0|13|10|0|0
140|15|46|0|4|1|3|2151|230|110|0|63|5|1|0
78|8|34|1|2076|0|1|1214|351|253|0|58|13|0|1
33|4|24|0|0|0|0|1331|612|518|0|31|11|0|0
94|11|40|0|938|0|1|1216|233|765|0|78|10|0|1
58|6|33|0|1035|0|1|447|86|178|0|29|13|0|1
81|8|33|1|332|0|1|2257|850|466|0|155|10|0|1
58|12|24|0|5472|0|1|1453|84|120|0|12|7|0|1
22|5|13|0|0|0|0|1089|587|448|0|26|12|0|0
128|20|40|0|187|0|1|113|223|406|0|160|11|1|1
76|10|42|1|548|0|1|1119|69|86|0|13|10|0|1
95|13|37|0|18|0|1|2199|488|401|0|49|13|0|1
136|26|28|0|0|0|1|2096|507|1122|0|150|8|0|0
59|6|39|0|1811|0|1|393|36|47|0|0|8|0|1
58|12|24|0|5472|0|1|1417|205|28|0|0|13|0|1
106|16|45|1|149|1|1|294|135|90|0|147|11|0|1
69|8|34|0|2394|0|1|2167|1236|577|0|150|8|1|1
114|19|35|0|202|0|1|1325|176|591|0|23|15|0|1
140|21|32|0|3356|0|1|657|1459|364|0|21|11|0|1
83|10|37|1|468|0|1|147|114|118|0|41|15|0|1
140|21|32|0|3356|0|1|347|340|383|0|122|12|0|1
85|9|38|0|27|0|1|294|135|90|0|147|11|0|1
58|6|33|0|1035|0|1|425|137|654|0|110|12|0|1
140|20|35|0|23|0|1|137|292|75|0|9|7|0|1
61|6|31|0|684|0|1|1397|362|303|0|20|10|0|1
110|11|42|1|75|0|1|986|134|123|0|40|10|0|1
58|6|33|0|1035|0|1|397|272|325|0|17|12|1|1
69|10|32|0|284|0|1|844|580|353|0|44|15|1|1
140|21|32|0|3356|0|1|769|640|509|0|3|7|0|1
58|6|33|0|1035|0|1|425|219|430|0|0|10|0|1
99|17|33|0|12|0|1|96|59|203|0|0|10|0|1
56|7|28|0|0|0|0|616|230|243|0|33|9|0|0
131|19|48|1|1217|0|1|1730|323|70|0|86|13|0|1
78|8|34|1|2076|0|1|647|181|100|0|81|15|0|1
113|18|42|1|186|0|1|294|135|90|0|147|11|0|1
85|17|28|1|0|0|0|1624|1161|1992|0|52|14|1|1
51|9|26|0|4|0|1|844|391|768|0|19|10|0|0
58|6|33|0|1035|0|1|461|115|169|0|19|8|0|1
59|6|34|0|1954|0|1|704|156|109|0|9|10|0|1
58|7|28|0|1714|0|1|976|250|262|0|76|9|0|1
110|14|41|0|195|0|1|1152|621|592|0|26|9|0|1
77|13|30|0|1|0|1|605|988|1793|0|71|11|0|1
58|12|24|0|5472|0|1|2241|3148|1983|0|125|10|1|1
81|8|33|1|332|0|1|2167|1236|577|0|150|8|1|1
92|11|38|1|601|0|1|1495|859|833|0|17|13|0|1
81|15|26|0|0|0|0|2217|747|665|0|34|15|0|1
123|15|51|1|275|0|1|152|162|189|0|0|9|0|1
140|21|39|2|43|0|2|1345|302|293|0|15|12|0|1
140|26|30|0|52|0|1|1547|390|238|0|40|13|0|1
59|6|39|0|1811|0|1|579|105|97|0|16|15|0|1
69|10|32|0|284|0|1|418|156|114|0|28|9|0|1
140|23|45|0|4282|0|1|1190|32|174|0|26|13|0|1
112|15|38|1|48|0|1|1004|326|599|0|27|12|0|1
58|7|28|0|1714|0|1|241|179|144|0|65|9|0|1
78|8|34|1|2076|0|1|304|8|44|0|0|12|0|1
140|21|32|0|3356|0|1|2199|488|401|0|49|13|0|1
95|11|40|1|419|0|2|1179|405|506|0|13|10|0|1
78|9|34|0|42|0|1|2215|129|429|0|78|10|0|1
116|13|39|0|0|0|0|1571|101534|736|0|105|11|1|1
116|13|39|0|3|0|0|1448|99150|365|0|125|9|1|1
59|6|39|0|1811|0|1|317|78|105|0|0|15|0|1
58|6|33|0|1035|0|1|347|340|383|0|122|12|0|1
58|12|24|0|5472|0|1|743|235|196|0|0|13|0|1
110|11|42|1|75|0|1|113|223|406|0|160|11|1|1
94|11|40|0|938|0|1|1676|50|120|0|0|14|0|1
140|23|45|0|4282|0|1|600|118|486|0|95|7|0|1
58|12|24|0|5472|0|1|1331|1637|613|0|68|13|1|1
140|21|45|0|417|0|1|1004|326|599|0|27|12|0|1
69|10|32|0|284|0|1|747|436|498|0|112|12|0|1
140|21|32|0|3356|0|1|525|266|271|0|34|9|0|1
65|8|32|0|1020|0|1|743|235|196|0|0|13|0|1
103|14|40|0|415|1|1|1157|193|191|0|8|11|0|1
73|8|35|0|123|0|1|361|2329|977|0|30|14|0|1
140|21|32|0|3356|0|1|2222|393|448|0|104|12|0|1
119|13|45|0|26|0|1|1039|403|598|0|26|9|1|1
80|17|31|0|0|0|0|1492|1457|606|0|145|6|0|1
140|21|32|0|3356|0|1|1234|957|494|0|12|15|0|1
140|26|30|0|52|0|1|829|15397|438|0|132|10|1|1
76|10|42|1|548|0|1|1702|449|441|0|0|8|0|1
42|9|22|0|0|0|0|1536|319|121|0|81|12|0|0
140|21|32|0|3356|0|1|1906|336|163|0|106|12|0|1
59|6|39|0|1811|0|1|246|72|134|0|19|10|0|1
140|21|32|0|3356|0|1|1199|414|391|0|60|10|0|1
42|6|18|0|0|0|0|1347|216|300|0|156|8|0|0
128|18|42|0|145|0|1|122|36|135|0|14|13|0|1
78|8|34|1|2076|0|1|1359|123|195|0|20|8|1|1
123|15|45|3|0|0|0|295|3131|3057|0|14|12|1|1
140|21|32|0|3356|0|1|2139|297|214|0|0|10|1|1
94|11|40|0|938|0|1|1744|337|1558|0|18|13|0|1
119|21|35|0|4116|0|2|638|557|1390|0|0|8|1|1
59|6|34|0|1954|0|1|1558|234|357|0|2|8|0|1
58|9|25|0|15|0|1|1209|184|187|0|19|11|0|1
58|12|24|0|5472|0|1|1291|86|84|0|18|15|0|1
90|13|37|0|2027|0|1|493|78|100|0|0|11|0|1
95|11|35|0|1869|0|1|968|413|381|0|72|9|0|1
65|8|39|0|366|0|1|1827|795|805|0|56|11|1|1
119|21|35|0|4116|0|2|1146|87|615|0|146|13|0|1
120|19|38|0|2648|0|1|309|120|109|0|14|15|0|1
69|10|32|0|284|0|1|1226|689|431|0|90|10|0|1
140|21|32|0|3356|0|1|1570|215|339|0|80|9|0|1
78|8|36|0|590|0|1|1932|171|117|0|0|15|0|1
58|12|24|0|5472|0|1|137|51|174|0|31|12|1|1
140|15|49|2|25|0|2|258|918|65|0|37|10|0|1
78|8|34|1|2076|0|1|1761|1010|481|0|83|9|1|1
48|8|26|0|2|0|1|917|1042|882|0|15|10|0|1
43|7|27|0|1|0|1|799|730|1162|0|134|14|0|1
134|18|44|1|27|0|1|1039|403|598|0|26|9|1|1
38|6|26|0|2|0|1|1235|35|176|0|34|7|0|0
61|6|31|0|684|0|1|645|293|329|0|0|10|0|1
58|6|33|0|1035|0|1|350|110|106|0|27|10|0|1
140|21|32|0|3356|0|1|632|3550|287|0|0|13|0|1
140|24|40|0|10|0|2|326|241|714|0|88|10|0|0
140|15|46|0|4|1|3|702|346|172|0|8|5|0|0
58|6|33|0|1035|0|1|771|81|37|0|93|9|0|1
66|8|32|0|500|0|1|2007|245|147|0|45|9|0|1
110|11|42|1|75|0|1|1087|197|326|0|3|11|0|1
144|23|43|0|895|1|1|1906|336|163|0|106|12|0|1
140|21|32|0|3356|0|1|1337|695|333|0|4|13|1|1
69|10|32|0|284|0|1|880|395|315|0|9|9|0|1
140|24|37|0|157|0|1|2041|596|262|0|76|8|0|1
58|6|33|0|1035|0|1|337|63|95|0|6|11|0|1
120|19|38|0|2648|0|1|1692|622|1919|0|62|12|1|1
140|21|32|0|3356|0|1|995|94|126|0|88|14|0|1
140|23|45|0|4282|0|1|700|321|546|0|66|13|0|1
26|5|18|0|1|0|0|2224|4052|3421|0|0|11|0|1
58|6|33|0|1035|0|1|79|73|73|0|0|13|0|1
95|18|27|0|0|0|0|2193|4096|2725|0|152|10|1|1
100|13|31|2|0|0|0|1048|651|630|0|108|8|0|0
62|7|34|0|198|0|1|391|85|120|0|118|9|0|1
45|8|24|0|1|0|1|1272|467|287|0|27|9|0|0
29|6|15|0|0|0|0|1642|979|310|0|43|13|0|1
120|19|38|0|2648|0|1|2102|57|97|0|50|13|1|1
132|15|44|0|1|0|1|382|862|996|0|0|15|0|1
95|13|37|0|18|0|1|2126|328|424|0|57|5|1|1
140|21|32|0|3356|0|1|807|57|497|0|54|9|1|1
57|6|33|0|1054|0|1|834|1753|1555|0|138|13|1|1
58|12|24|0|5472|0|1|1034|787|492|0|9|15|0|1
90|13|37|0|2027|0|1|1238|434|394|0|31|15|0|1
78|8|34|1|2076|0|1|1035|10|114|0|17|14|0|1
119|21|35|0|4116|0|2|1504|120|290|0|86|14|1|1
69|8|34|0|2394|0|1|961|577|425|0|60|10|0|1
69|10|32|0|284|0|1|1265|266|173|0|141|15|1|1
119|21|35|0|4116|0|2|1827|60|139|0|0|14|0|1
61|7|35|0|272|0|1|1116|84|370|0|0|8|0|1
71|10|32|1|0|0|1|1394|2273|2046|0|147|11|1|1
140|15|49|2|25|0|2|1136|332|187|0|39|14|0|1
69|10|32|0|284|0|1|862|626|270|0|29|15|0|1
59|6|34|0|1954|0|1|428|135|171|0|6|13|0|1
140|20|40|0|2823|0|1|1906|336|163|0|106|12|0|1
75|9|33|0|511|0|1|520|232|237|0|70|11|0|1
69|8|34|0|2394|0|1|1202|115|191|0|0|13|0|1
119|21|35|0|4116|0|2|634|210|317|0|23|12|0|1
91|13|39|0|0|0|0|489|1133|1844|0|25|12|0|1
119|21|35|0|4116|0|2|1905|370|254|0|8|11|0|1
110|11|42|1|75|0|1|662|44|76|0|0|10|0|1
76|10|42|1|548|0|1|1036|723|723|0|45|6|0|1
97|10|42|1|1|0|1|1401|1390|1266|0|16|14|0|1
90|10|35|0|27|0|1|1004|326|599|0|27|12|0|1
59|6|34|0|1954|0|1|1483|441|376|0|0|15|0|1
76|10|42|1|548|0|1|1441|169|318|0|0|7|1|1
119|21|35|0|4116|0|2|20|17|33|0|0|7|0|1
78|8|34|1|2077|0|1|504|393|697|0|24|9|0|1
101|17|27|2|0|0|0|290|142|308|0|131|13|0|0
140|25|53|3|1|0|1|417|19|19|0|71|15|0|0
140|26|53|1|4|0|1|438|38|1076|0|82|14|0|0
140|21|32|0|3356|0|1|2146|509|520|0|29|6|1|1
134|24|52|1|4|0|0|0|10|40|0|51|9|1|0
131|22|51|3|1|0|0|0|1|40|0|51|8|1|0
136|23|54|2|0|0|0|438|38|1076|0|82|14|0|0
129|23|47|2|1|0|0|417|19|19|0|71|15|0|0
140|21|39|2|43|0|2|7|95|58|0|48|14|0|1
95|11|40|1|419|0|2|819|372|195|0|78|11|0|1
69|10|32|0|284|0|1|1759|687|622|0|48|13|0|1
73|17|25|0|0|0|0|1436|1403|701|0|20|7|0|1
76|10|42|1|548|0|1|1087|197|326|0|3|11|0|1
140|24|37|0|157|0|1|1759|687|622|0|48|13|0|1
110|15|44|0|1|0|1|962|159|195|0|18|12|1|0
93|12|27|1|0|0|1|1254|50|44|0|59|14|1|0
128|20|40|0|187|0|1|1087|197|326|0|3|11|0|1
69|10|32|0|284|0|1|1012|81|85|0|6|9|0|1
112|15|38|0|905|0|2|2193|77|133|0|6|13|0|1
140|23|45|0|4282|0|1|490|161|264|0|61|13|0|1
115|13|42|0|5|1|1|404|180|326|0|52|13|0|0
64|12|31|0|1|0|1|214|81|129|0|18|9|0|0
119|21|35|0|4116|0|2|218|304|253|0|91|11|0|1
116|16|34|0|116|0|1|1004|326|599|0|27|12|0|1
94|11|40|0|938|0|1|1039|403|598|0|26|9|1|1
78|8|36|0|590|0|1|1293|325|254|0|85|10|0|1
119|21|35|0|4116|0|2|1844|236|237|0|90|11|0|1
144|22|48|1|679|0|1|1018|54|124|0|22|9|0|1
62|7|35|0|842|0|1|1698|62|82|0|27|11|0|1
140|21|32|0|3356|0|1|1456|166|433|0|101|11|0|1
120|19|38|0|2648|0|1|1127|319|378|0|18|14|0|1
82|9|32|0|120|0|1|1125|1662|1644|0|46|8|1|1
76|10|42|1|548|0|1|815|437|271|0|5|14|0|1
139|17|46|0|4|1|2|404|180|326|0|52|13|0|0
110|11|42|1|75|0|1|1152|621|592|0|26|9|0|1
29|6|15|0|0|0|0|1597|707|431|0|96|10|1|1
120|19|38|0|2648|0|1|2146|509|520|0|29|6|1|1
78|8|34|1|2077|0|1|1364|2329|334|0|5|15|0|1
58|12|24|0|5472|0|1|1906|336|163|0|106|12|0|1
140|25|35|0|3|0|1|348|219|256|0|0|10|0|0
59|6|39|0|1811|0|1|627|344|1192|0|39|15|0|1
108|13|38|0|375|0|2|2273|26|87|0|0|13|0|1
59|6|34|0|1954|0|1|1449|114|100|0|0|8|0|1
90|13|37|0|2027|0|1|1140|86|174|0|61|13|0|1
61|6|31|0|684|0|1|218|304|253|0|91|11|0|1
57|6|33|0|1054|0|1|356|181|266|0|23|13|0|1
58|6|33|0|1035|0|1|734|343|171|0|22|12|0|1
78|8|34|1|2077|0|1|473|275|578|0|70|8|0|1
76|10|42|1|548|0|1|1125|1662|1644|0|46|8|1|1
126|15|42|3|14|0|1|1683|577|541|0|76|11|1|1
103|14|40|0|415|1|1|20|41|172|0|107|14|0|1
120|19|38|0|2648|0|1|218|304|253|0|91|11|0|1
144|23|43|0|895|1|1|1433|460|264|0|0|13|1|1
58|12|24|0|5472|0|1|2194|392|310|0|21|8|0|1
122|19|33|0|713|0|1|114|33|173|0|10|9|0|1
102|11|30|4|0|0|0|840|800|626|0|95|9|1|1
119|21|35|0|4116|0|2|258|96|142|0|12|14|0|1
119|21|35|0|4116|0|2|446|182|123|0|61|7|0|1
140|17|47|0|4|0|1|1092|102|269|0|0|7|0|0
78|8|34|1|2076|0|1|127|235|234|0|91|13|0|1
144|19|43|0|5|0|3|1032|283|199|0|39|10|0|0
47|6|25|0|27|1|1|672|144|97|0|43|13|0|1
58|7|28|0|1714|0|1|595|389|291|0|61|12|0|1
59|6|34|0|1954|0|1|1222|665|552|0|73|8|1|1
113|18|42|1|186|0|1|290|142|308|0|131|13|0|1
42|8|23|0|1|0|1|860|129|145|0|41|12|0|0
41|7|26|0|1|0|1|1019|894|344|0|16|7|0|1
140|23|45|0|4282|0|1|1182|116|106|0|99|15|0|1
58|6|33|0|1035|0|1|44|15|36|0|22|12|0|1
140|24|34|0|185|0|1|272|18|182|0|0|6|0|1
58|6|33|0|1035|0|1|643|7515|1991|0|32|9|1|1
76|10|42|1|548|0|1|1084|72|212|0|13|11|0|1
61|6|31|0|684|0|1|635|164|146|0|26|8|0|1
73|10|22|0|0|0|0|1315|192|1402|0|0|13|0|0
119|21|35|0|4116|0|2|1385|79|80|0|0|5|0|1
114|12|45|0|0|0|0|31|61|73|0|0|9|0|0
110|11|42|1|75|0|1|23|125|115|0|17|14|0|1
144|19|43|0|5|0|3|1528|225|215|0|65|13|0|0
140|16|42|1|7|0|1|1532|271|644|0|140|12|0|0
59|6|39|0|1811|0|1|675|341|328|0|56|15|0|1
115|13|43|0|1|0|0|1229|8125|3|0|128|11|1|1
59|6|34|0|1954|0|1|699|417|424|0|23|12|0|1
92|11|38|1|601|0|1|172|110|106|0|31|11|0|1
122|19|33|0|713|0|1|2158|138|158|0|10|9|0|1
119|21|35|0|4116|0|2|253|297|76|0|142|7|1|1
58|6|33|0|1035|0|1|45|54|77|0|15|11|1|1
140|20|40|0|2823|0|1|490|161|264|0|61|13|0|1
81|8|33|1|332|0|1|1001|367|306|0|13|12|0|1
83|10|37|1|468|0|1|1344|662|632|0|7|7|0|1
140|17|42|0|22|0|2|2267|142|40|0|151|8|0|1
90|13|37|0|2027|0|1|636|68|106|0|0|10|0|1
140|21|32|0|3356|0|1|1601|339|401|0|106|14|0|1
26|5|16|0|0|0|0|758|351|332|0|47|15|0|0
120|19|38|0|2648|0|1|636|68|106|0|0|10|0|1
58|6|33|0|1035|0|1|617|315|254|0|7|12|0|1
82|9|40|0|810|0|1|1039|403|598|0|26|9|1|1
90|19|29|0|0|0|0|854|333|586|0|152|13|0|0
61|6|31|0|684|0|1|1001|367|306|0|13|12|0|1
140|21|32|0|3356|0|1|1540|787|300|0|18|11|0|1
76|10|42|1|548|0|1|1004|326|599|0|27|12|0|1
144|22|48|1|679|0|1|280|533|96|0|51|14|0|1
61|9|25|0|0|0|1|1254|50|44|0|59|14|1|0
105|18|29|0|545|1|1|1792|381|468|0|35|7|0|1
83|10|37|1|468|0|1|473|275|578|0|70|8|0|1
69|8|34|0|2394|0|1|1092|390|539|0|0|12|0|1
78|8|34|1|2077|0|1|639|84|123|0|89|8|0|1
140|21|32|0|3356|0|1|1515|66|52|0|104|7|0|1
93|11|42|0|11|0|2|707|159|211|0|56|14|1|1
57|6|33|0|1054|0|1|282|188|172|0|0|11|0|1
69|8|34|0|2394|0|1|636|68|106|0|0|10|0|1
26|5|19|0|0|0|0|1479|271|178|0|40|6|0|0
128|20|40|0|187|0|1|1004|326|599|0|27|12|0|1
58|6|33|0|1035|0|1|1471|171|144|0|40|10|0|1
61|6|31|0|684|0|1|1609|24|66|0|0|13|0|1
136|18|44|0|0|0|0|215|28468|2080|0|0|11|0|1
94|11|40|0|938|0|1|882|650|367|0|44|10|0|1
58|6|33|0|1035|0|1|1479|224|123|0|0|8|0|1
140|24|34|0|185|0|1|594|459|451|0|45|8|0|1
58|7|28|0|1714|0|1|903|311|99|0|24|13|1|1
42|6|26|0|465|0|1|473|275|578|0|70|8|0|1
110|14|41|0|195|0|1|498|154|113|0|20|11|0|1
124|13|51|0|72|0|1|1398|188|940|0|59|11|0|1
140|25|35|0|46|0|1|74|62|98|0|31|11|0|1
52|10|19|0|0|0|0|1403|310|262|0|0|10|0|0
140|20|40|0|2823|0|1|248|89|71|0|47|12|0|1
90|13|37|0|2027|0|1|813|134|382|0|68|15|0|1
70|13|32|0|586|0|1|1150|78|109|0|135|15|0|1
61|6|31|0|684|0|1|1040|308|205|0|0|10|0|1
59|6|34|0|1954|0|1|1499|264|228|0|153|11|0|1
94|14|35|0|0|0|0|432|67|240|0|24|11|0|0
58|7|28|0|1714|0|1|450|222|231|0|58|6|1|1
59|6|34|0|1954|0|1|431|182|277|0|31|14|0|1
140|23|45|0|4282|0|1|473|275|578|0|70|8|0|1
91|11|42|0|2|1|1|366|125|175|0|15|12|0|0
90|13|37|0|2027|0|1|1092|390|539|0|0|12|0|1
48|8|24|0|3|0|1|132|187|188|0|34|14|0|0
49|11|20|0|0|0|0|2172|151|531|0|11|11|0|0
